{'Smoking': 'Smoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 1.3229999999999999e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0023532200999999997
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0010085228999999999
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 4.80249e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 2.05821e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0012966723
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0001440747
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 2.64627e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 2.9403e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.005821794
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0014554485
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.11061408599999999
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.027653521499999997
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0023532200999999997
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0010085228999999999
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 4.80249e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 2.05821e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0016980232499999998
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.015282209249999998
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.032262441749999995
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.29036197574999995
